header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Specific,Type of roof,Areas,Living area,Exterior space attached to the building,Volume in cubic meters,Number of rooms,Number of stories,Located at,Facilities,Provisional energy label,Insulation,Heating,Hot water,CH boiler,Ownership situation,Location,Balcony/roof garden,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Lijnbaansgracht 163 2,1016 VX Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/appartement-42436315-lijnbaansgracht-163-2/?navigateSource=resultlist,20220130_220812,"€ 1,100,000 kosten koper","€ 6,111    The asking price per m² (€ 1,100,000) is calculated by dividing the asking price of the home by the living area (180 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",4 months,Available,Available in consultation,Upstairs apartment (apartment),Resale property,Before 1906,Protected townscape or village view (permit needed for alterations),Flat roof covered with asphalt roofing,Living area180 m²Exterior space attached to the building11 m²,180 m²,11 m²,560 m³,4 rooms (3 bedrooms),1 story,2nd floor,Mechanical ventilation and TV via cable,G        What does this mean?,Double glazing,CH boiler,CH boiler,"Gas-fired combination boiler, in ownership",Full ownership,"Alongside a quiet road, alongside water, in center, in residential district and unobstructed surrounding view",French balcony present,Paid parking and resident's parking permits,Yes,No,No,No,No,Yes,no
