header_title,header_subtitle,ad_link,ad_download_date_time,Price,Auction date,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Areas,Living area,Plot size,Volume in cubic meters,Number of rooms,Number of stories,Provisional energy label,Area,error
Bezaanjacht 24,3448 KJ Woerden        ,https://www.funda.nl/en/koop/woerden/huis-42671224-bezaanjacht-24/?navigateSource=resultlist,20220129_183133,Price on request (auction),"Thursday, February 17, 2022",2 weeks,Available,Available in consultation,"Single-family home, corner house",Resale property,1987,Living area97 m²,97 m²,143 m²,320 m³,4 rooms,1 story,C        What does this mean?,143 m²,no
