header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Areas,Living area,Exterior space attached to the building,External storage space,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Energy label,Balcony/roof garden,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Forellendaal 818,2553 KN Den Haag        ,https://www.funda.nl/en/koop/den-haag/appartement-88901577-forellendaal-818/?navigateSource=resultlist,20220131_224842,"€ 280,000 kosten koper","€ 2,917    The asking price per m² (€ 280,000) is calculated by dividing the asking price of the home by the living area (96 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",8 weeks,Sold under reservation,Available in consultation,Upstairs apartment,Resale property,1976,Living area96 m²Exterior space attached to the building9 m²External storage space7 m²,96 m²,9 m²,7 m²,302 m³,3 rooms (2 bedrooms),1 bathroom and 1 separate toilet,Bath,1 story,8th floor,C        What does this mean?,Balcony present,Yes,Yes,Yes,Yes,Yes,Yes,no
