header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Areas,Living area,Exterior space attached to the building,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Facilities,Energy label,Heating,Hot water,Ownership situation,Location,Balcony/roof garden,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Sluisstraat 29 2,1075 TB Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/appartement-42518443-sluisstraat-29-2/?navigateSource=resultlist,20220129_201958,"€ 375,000 kosten koper","€ 7,500    The asking price per m² (€ 375,000) is calculated by dividing the asking price of the home by the living area (50 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 months,Sold under reservation,Available in consultation,€ 120.00 per month,Upstairs apartment (apartment),Resale property,1912,Living area50 m²Exterior space attached to the building3 m²,50 m²,3 m²,161 m³,2 rooms (1 bedroom),1 bathroom,Shower,1 story,2nd floor,Passive ventilation system,G        What does this mean?,Gas heaters,Gas water heater,Full ownership,"Alongside park, alongside a quiet road and in residential district",Balcony present,"Paid parking, public parking and resident's parking permits",Yes,Yes,Yes (€ 120.00 per month),Yes,No,Yes,no
