header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Type of roof,Areas,Living area,Other space inside the building,Exterior space attached to the building,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Located at,Facilities,Energy label,Insulation,Heating,Hot water,CH boiler,Ownership situation,Location,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Pepijnstraat 77 a,5921 HL Venlo        ,https://www.funda.nl/en/koop/venlo/appartement-88032241-pepijnstraat-77-a/?navigateSource=resultlist,20220129_155037,"€ 229,000 kosten koper","€ 2,462    The asking price per m² (€ 229,000) is calculated by dividing the asking price of the home by the living area (93 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 weeks,Available,Available in consultation,Upstairs apartment (double upstairs apartment),Resale property,1930,Gable roof covered with roof tiles,Living area93 m²Other space inside the building7 m²Exterior space attached to the building6 m²,93 m²,7 m²,6 m²,369 m³,6 rooms (2 bedrooms),1 bathroom,2 stories,1st floor,"Air conditioning, skylight and TV via cable",D        What does this mean?,Double glazing,CH boiler,CH boiler,"Remeha (gas-fired combination boiler from 2017, in ownership)",Full ownership,In center and in residential district,Public parking,No,No,No,No,No,No,no
