header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Specific,Type of roof,Areas,Living area,Other space inside the building,Exterior space attached to the building,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,Area,Ownership situation,Location,Balcony/roof garden,Type of parking facilities,error
Piet Heinstraat 75,2518 CD Den Haag        ,https://www.funda.nl/en/koop/den-haag/huis-42536307-piet-heinstraat-75/?navigateSource=resultlist,20220129_012203,"€ 739,000 kosten koper","€ 4,425    The asking price per m² (€ 739,000) is calculated by dividing the asking price of the home by the living area (167 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 months,Available,Available in consultation,"Desirable residence/villa, corner house",Resale property,1910,Protected townscape or village view (permit needed for alterations) and renovation project,Combination roof covered with asphalt roofing and roof tiles,Living area167 m²Other space inside the building69 m²Exterior space attached to the building7 m²,167 m²,69 m²,7 m²,125 m²,851 m³,7 rooms (5 bedrooms),3 separate toilets,4 stories,Passive ventilation system,G        What does this mean?,Partly double glazed,Gas heaters,Gas water heater (rental),125 m²,Full ownership,In residential district,Balcony present,Paid parking and resident's parking permits,no
