header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Areas,Living area,Volume in cubic meters,Number of rooms,Number of stories,Located at,Provisional energy label,Ownership situation,Location,Garden,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Repelaerstraat 22,2515 LZ Den Haag        ,https://www.funda.nl/en/koop/den-haag/appartement-88011980-repelaerstraat-22/?navigateSource=resultlist,20220131_223156,"€ 275,000 kosten koper","€ 5,000    The asking price per m² (€ 275,000) is calculated by dividing the asking price of the home by the living area (55 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",6 weeks,Available,Available immediately,Ground-floor apartment (apartment),Resale property,1859,Living area55 m²,55 m²,200 m³,3 rooms (2 bedrooms),1 story,Ground floor,G        What does this mean?,Full ownership,In center,Back garden,Paid parking and resident's parking permits,No,No,No,No,No,No,no
