header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Other space inside the building,Plot size,Volume in cubic meters,Number of rooms,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Type of parking facilities,error
Heemskerkstraat 83,6415 GT Heerlen        ,https://www.funda.nl/en/koop/heerlen/huis-88047256-heemskerkstraat-83/?navigateSource=resultlist,20220128_025334,"€ 257,500 kosten koper","€ 2,362    The asking price per m² (€ 257,500) is calculated by dividing the asking price of the home by the living area (109 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 26, 2022",Available,Available in consultation,"Single-family home, row house",Resale property,1950,Gable roof covered with roof tiles,Living area109 m²Other space inside the building7 m²,109 m²,7 m²,174 m²,413 m³,5 rooms (4 bedrooms),3 stories and a basement,Optical fibre and rolldown shutters,F            2.72What does this mean?,Roof insulation and energy efficient window,CH boiler and partial floor heating,CH boiler,"Nefit Baseline HCR 24 ( combination boiler from 1998, in ownership)",174 m²,Public parking,no
