header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Other space inside the building,Exterior space attached to the building,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Energy label,Insulation,Heating,Area,Ownership situation,Location,Garden,Type of garage,error
Kruisstraat 14,6151 BP Munstergeleen        ,https://www.funda.nl/en/koop/munstergeleen/huis-42422286-kruisstraat-14/?navigateSource=resultlist,20220128_042953,"€ 598,000 kosten koper","€ 2,600    Keep in mind, this house has a large plot sizeThe asking price per m² (€ 598,000) is calculated by dividing the asking price of the home by the living area (230 m²). Plot size and outbuildings aren't taken into account into this calculation.Because of the large plot size, the asking price per m² is less suited for comparisons between houses in this situation and we advise you to consult a real estate agent for further interpretation.  ",4 months,Sold under reservation,Available in consultation,"Single-family home, detached residential property",Resale property,1978,Flat roof,Living area230 m²Other space inside the building26 m²Exterior space attached to the building23 m²External storage space4 m²,230 m²,26 m²,23 m²,4 m²,612 m²,765 m³,8 rooms (5 bedrooms),2 separate toilets,2 stories and a basement,B        What does this mean?,"Roof insulation, double glazing and insulated walls",CH boiler,612 m²,Full ownership,Alongside a quiet road and In wooded surroundings,Surrounded by garden,Parking place,no
