header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Energy label,Heating,Hot water,CH boiler,Area,Ownership situation,Garden,Back garden,Garden location,Shed / storage,Insulation,Type of parking facilities,error
Oesterbank 31,2317 MP Leiden        ,https://www.funda.nl/en/koop/leiden/huis-42532677-oesterbank-31/?navigateSource=resultlist,20220129_023159,"€ 445,000 kosten koper","€ 3,504    The asking price per m² (€ 445,000) is calculated by dividing the asking price of the home by the living area (127 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",8 weeks,Available,Available in consultation,"Single-family home, row house",Resale property,1976,Gable roof covered with roof tiles,Living area127 m²External storage space10 m²,127 m²,10 m²,145 m²,415 m³,3 rooms (2 bedrooms),1 bathroom and 1 separate toilet,"Hipbath, shower and toilet",3 stories,Skylight and solar panels,B        What does this mean?,CH boiler,CH boiler,"HRC (gas-fired combination boiler from 2012, in ownership)",145 m²,Full ownership,Back garden and front garden,"45 m² (10 meter deep and 4,5 meter broad)",Located at the west accessible via the rear,Detached brick storage,Partly double glazed,Public parking,no
