header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Areas,Living area,Exterior space attached to the building,External storage space,Volume in cubic meters,Number of rooms,Number of stories,Located at,Facilities,Energy label,Heating,Hot water,Ownership situation,Location,Balcony/roof garden,Shed / storage,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Volendamlaan 790,2547 CM Den Haag        ,https://www.funda.nl/en/koop/den-haag/appartement-42661934-volendamlaan-790/?navigateSource=resultlist,20220131_195542,"€ 275,000 kosten koper","€ 2,957    The asking price per m² (€ 275,000) is calculated by dividing the asking price of the home by the living area (93 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",4 weeks,Sold under reservation,Available in consultation,€ 204.00 per month,Galleried apartment (apartment),Resale property,1969,Living area93 m²Exterior space attached to the building13 m²External storage space6 m²,93 m²,13 m²,6 m²,300 m³,4 rooms (3 bedrooms),1 story,5th floor,"Elevator, mechanical ventilation and passive ventilation system",C        What does this mean?,Communal central heating,Electrical boiler (rental),Full ownership,In residential district and unobstructed surrounding view,Balcony present,Built-in,Parking on gated property and resident's parking permits,Yes,Yes,Yes (€ 204.00 per month),Yes,Yes,Yes,no
