header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Service charges,Listed since,Status,Acceptance,Kind of house,Building type,Construction period,Type of roof,Areas,Living area,Other space inside the building,External storage space,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Energy label,Heating,Hot water,CH boiler,Ownership situation,Fees,Location,Garden,Back garden,Garden location,Shed / storage,Type of parking facilities,error
Weidestraat 15,1097 XG Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/huis-88032934-weidestraat-15/?navigateSource=resultlist,20220130_224855,"€ 525,000 kosten koper","€ 7,721    The asking price per m² (€ 525,000) is calculated by dividing the asking price of the home by the living area (68 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",€ 203 per month,2 weeks,Under offer,Available in consultation,"Single-family home, corner house",Resale property,1906-1930,Gable roof,Living area68 m²Other space inside the building5 m²External storage space4 m²,68 m²,5 m²,4 m²,175 m³,3 rooms (2 bedrooms),1 bathroom and 1 separate toilet,Bath and shower,2 stories and a loft,Mechanical ventilation,E        What does this mean?,CH boiler,CH boiler,"2010, in ownership",Municipal long-term lease (end date of long-term lease:  15-01-2054),Paid until 15-01-2054,Alongside a quiet road,Back garden and front garden,"44 m² (8 meter deep and 5,47 meter broad)",Located at the northeast accessible via the rear,Detached wooden storage,Paid parking and public parking,no
