header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Type of roof,Quality marks,Areas,Living area,External storage space,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Provisional energy label,Insulation,Heating,Hot water,Location,Shed / storage,Facilities.1,Insulation.1,Type of garage,Capacity,Type of parking facilities,error
Oude Trambaan (Bouwnr. 137),2265 VV Leidschendam        ,https://www.funda.nl/en/koop/leidschendam/appartement-42686976-oude-trambaan-bouwnr-137/?navigateSource=resultlist,20220129_050922,"€ 310,000 vrij op naam","€ 5,439    The asking price per m² (€ 310,000) is calculated by dividing the asking price of the home by the living area (57 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 19, 2022",Available,Available in consultation,Apartment with shared street entrance (apartment),New property,2022,Flat roof covered with asphalt roofing,Woningborg garantiecertificaat,Living area57 m²External storage space5 m²,57 m²,5 m²,148 m³,2 rooms (1 bedroom),1 bathroom and 1 separate toilet,Shower,1 story,Mechanical ventilation,A        What does this mean?,Completely insulated,"Electric heating, complete floor heating, heat recovery unit and heat pump",Geothermal heating,In center and in residential district,Built-in,Electricity,Completely insulated,Built-in and underground parking,1 car,Parking garage,no
