header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Specific,Areas,Living area,Exterior space attached to the building,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Facilities,Energy label,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Garden,Type of parking facilities,error
Kikkerstraat 19,2515 NB Den Haag        ,https://www.funda.nl/en/koop/den-haag/huis-42675898-kikkerstraat-19/?navigateSource=resultlist,20220131_210406,"€ 339,500 kosten koper","€ 5,853    The asking price per m² (€ 339,500) is calculated by dividing the asking price of the home by the living area (58 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",3 weeks,Available,Available in consultation,"Single-family home, row house",Resale property,1910,Furnished and with carpets and curtains,Living area58 m²Exterior space attached to the building8 m²,58 m²,8 m²,30 m²,223 m³,3 rooms (1 bedroom),1 separate toilet,3 stories,TV via cable,C        What does this mean?,CH boiler,CH boiler,"Intergas (gas-fired combination boiler from 2011, in ownership)",30 m²,Full ownership,"Alongside a quiet road, in center and in residential district",Patio/atrium,"Paid parking, public parking and resident's parking permits",no
