header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Other space inside the building,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Energy label,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Garden,Back garden,Garden location,Shed / storage,Type of garage,Capacity,Facilities,Type of parking facilities,error
Jan van Goyenstraat 12,6464 AZ Kerkrade        ,https://www.funda.nl/en/koop/kerkrade/huis-42672715-jan-van-goyenstraat-12/?navigateSource=resultlist,20220129_195240,"€ 219,000 kosten koper","€ 1,711    The asking price per m² (€ 219,000) is calculated by dividing the asking price of the home by the living area (128 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 weeks,Under offer,Available in consultation,"Single-family home, semi-detached residential property (drive-in residential property)",Resale property,1977,Gable roof covered with roof tiles,Living area128 m²Other space inside the building47 m²,128 m²,47 m²,202 m²,527 m³,4 rooms (3 bedrooms),1 bathroom,Toilet,2 stories and a attic,C        What does this mean?,CH boiler,CH boiler,"Nefit Topline HRC 30 (2009, in ownership)",202 m²,Full ownership,In residential district,Back garden,"84 m² (13,5 meter deep and 6,22 meter broad)",Located at the southwest accessible via the rear,Detached wooden storage,Built-in,1 car,Electricity,Public parking,no
