header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Areas,Living area,Exterior space attached to the building,External storage space,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Facilities,Energy label,Insulation,Heating,Hot water,Ownership situation,Location,Shed / storage,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Edmond Hellenraadstraat 69,3067 NS Rotterdam        ,https://www.funda.nl/en/koop/rotterdam/appartement-88980574-edmond-hellenraadstraat-69/?navigateSource=resultlist,20220125_233241,"€ 285,000 kosten koper","€ 3,239    The asking price per m² (€ 285,000) is calculated by dividing the asking price of the home by the living area (88 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 months,Sold under reservation,Available in consultation,€ 259.25 per month,Galleried apartment (apartment),Resale property,1967,Living area88 m²Exterior space attached to the building10 m²External storage space7 m²,88 m²,10 m²,7 m²,270 m³,3 rooms (2 bedrooms),1 bathroom,Bath,1 story,5th floor,Elevator,F            2.42What does this mean?,Double glazing,District heating,Gas-fired boiler,Full ownership,In residential district and unobstructed surrounding view,Storage box,Public parking,Yes,Yes,Yes (€ 259.25 per month),Yes,Yes,Yes,no
