header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Service charges,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Areas,Living area,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Energy label,Insulation,Heating,Hot water,CH boiler,Ownership situation,Location,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Derde Leliedwarsstraat 15 III,1015 TD Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/appartement-42677451-derde-leliedwarsstraat-15-iii/?navigateSource=resultlist,20220130_190646,"€ 450,000 kosten koper","€ 7,759    The asking price per m² (€ 450,000) is calculated by dividing the asking price of the home by the living area (58 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",€ 105 per month,2 weeks,Under offer,Available in consultation,Upstairs apartment (double upstairs apartment),Resale property,1903,Living area58 m²,58 m²,196 m³,3 rooms (2 bedrooms),1 bathroom and 1 separate toilet,Shower,2 stories,3rd floor,E        What does this mean?,Double glazing,CH boiler,CH boiler,"Intergas KK HR 22 2006 ( combination boiler from 2011, in ownership)",Full ownership,In center,Paid parking and resident's parking permits,Yes,Yes,Yes,Yes,Yes,Yes,no
