header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,Service charges,Listed since,Status,Acceptance,Type of other property,Building type,Facilities,Dimensions,Ownership situation,error
Dijkgraafplein,1069 EN Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/object-42676732-dijkgraafplein/?navigateSource=resultlist,20220131_001441,"€ 150,000 kosten koper",€ 23 per month,3 weeks,Under offer,Available in consultation,Storage space,Resale property,Electricity,"131 m² (0,21 meter deep and 0,06 meter broad)",Full ownership,no
