header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Provisional energy label,Insulation,Heating,Area,Garden,Shed / storage,Type of parking facilities,error
Pedro de Medinalaan 124,1086 XP Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/huis-88903243-pedro-de-medinalaan-124/?navigateSource=resultlist,20220130_192612,"€ 575,000 kosten koper","€ 5,227    The asking price per m² (€ 575,000) is calculated by dividing the asking price of the home by the living area (110 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",7 weeks,Sold under reservation,Available in consultation,"Single-family home, corner house (residential property facing inner courtyard)",Resale property,2006,Flat roof covered with asphalt roofing,Living area110 m²,110 m²,159 m²,382 m³,4 rooms (3 bedrooms),1 bathroom and 1 separate toilet,"Bath, shower and toilet",2 stories,Mechanical ventilation,A        What does this mean?,Double glazing,District heating and partial floor heating,159 m²,Back garden,Detached brick storage,Parking on private property and resident's parking permits,no
