header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Areas,Living area,Exterior space attached to the building,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Energy label,Insulation,Heating,Hot water,Type of parking facilities,error
Stoomstraat 185,5617 AS Eindhoven        ,https://www.funda.nl/en/koop/eindhoven/appartement-42680486-stoomstraat-185/?navigateSource=resultlist,20220201_012531,"€ 539,000 vrij op naam","€ 5,133    The asking price per m² (€ 539,000) is calculated by dividing the asking price of the home by the living area (105 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 21, 2022",Available,Available in consultation,Apartment with shared street entrance (apartment),New property,2022,Living area105 m²Exterior space attached to the building13 m²,105 m²,13 m²,315 m³,3 rooms (2 bedrooms),1 separate toilet,1 story,Not available,Completely insulated,District heating and complete floor heating,District heating,Parking garage,no
