header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Quality marks,Areas,Living area,Exterior space attached to the building,External storage space,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Provisional energy label,Insulation,Heating,Hot water,Location,Type of garage,error
Lofts (Bouwnr. 85),3147 PA Maassluis        ,https://www.funda.nl/en/koop/maassluis/appartement-42476454-lofts-bouwnr-85/?navigateSource=resultlist,20220130_115026,"€ 695,000 vrij op naam","€ 3,971    The asking price per m² (€ 695,000) is calculated by dividing the asking price of the home by the living area (175 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",6+ months,Sold under reservation,Available in consultation,Penthouse,New property,2022,Woningborg garantiecertificaat,Living area175 m²Exterior space attached to the building26 m²External storage space5 m²,175 m²,26 m²,5 m²,500 m³,4 rooms (3 bedrooms),1 bathroom and 1 separate toilet,Shower and toilet,1 story,4th floor,A        What does this mean?,Completely insulated,"Electric heating, complete floor heating, heat recovery unit and heat pump",Electrical boiler,In residential district,Parking place,no
