header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,Area,Ownership situation,Location,Garden,Front garden,Garden location,Type of parking facilities,error
Jutfaseweg 171,3522 HN Utrecht        ,https://www.funda.nl/en/koop/utrecht/huis-42668254-jutfaseweg-171/?navigateSource=resultlist,20220128_073739,"€ 289,000 kosten koper","€ 5,161    The asking price per m² (€ 289,000) is calculated by dividing the asking price of the home by the living area (56 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",4 weeks,Sold under reservation,Available in consultation,"Single-family home, row house",Resale property,1904,Gable roof covered with roof tiles,Living area56 m²,56 m²,47 m²,184 m³,2 rooms (1 bedroom),1 bathroom,Shower and toilet,2 stories,Passive ventilation system,E        What does this mean?,Double glazing,Gas heater,Gas water heater,47 m²,Full ownership,Alongside a quiet road and in residential district,Front garden,8 m² (2 meter deep and 4 meter broad),Located at the northeast,Public parking,no
