header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Specific,Type of roof,Areas,Living area,Other space inside the building,Exterior space attached to the building,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Energy label,Hot water,Area,Ownership situation,Location,Garden,Sun terrace,Type of parking facilities,error
Geerkade 3,3144 EC Maassluis        ,https://www.funda.nl/en/koop/maassluis/huis-88040344-geerkade-3/?navigateSource=resultlist,20220128_032401,"€ 275,000 kosten koper","€ 2,696    The asking price per m² (€ 275,000) is calculated by dividing the asking price of the home by the living area (102 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 19, 2022",Available,Available in consultation,"Single-family home, corner house",Resale property,1835,Renovation project,Hipped roof covered with roof tiles,Living area102 m²Other space inside the building16 m²Exterior space attached to the building20 m²,102 m²,16 m²,20 m²,59 m²,418 m³,4 rooms (3 bedrooms),1 bathroom and 1 separate toilet,Shower and toilet,3 stories,Skylight,G        What does this mean?,CH boiler,59 m²,Full ownership,In center and in residential district,Sun terrace,"19 m² (2,84 meter deep and 6,61 meter broad)",Public parking,no
