header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Type of roof,Areas,Living area,Exterior space attached to the building,External storage space,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Energy label,Insulation,Heating,Hot water,CH boiler,Ownership situation,Location,Balcony/roof garden,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Javastraat 69 2,1094 HB Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/appartement-42689496-javastraat-69-2/?navigateSource=resultlist,20220130_194747,"€ 395,000 kosten koper","€ 7,453    The asking price per m² (€ 395,000) is calculated by dividing the asking price of the home by the living area (53 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 22, 2022",Available,Available in consultation,Upstairs apartment (apartment),Resale property,1906,Flat roof,Living area53 m²Exterior space attached to the building6 m²External storage space6 m²,53 m²,6 m²,6 m²,172 m³,2 rooms (1 bedroom),1 bathroom and 1 separate toilet,Bath and toilet,1 story,2nd floor,D            1.74What does this mean?,Double glazing and floor insulation,CH boiler,CH boiler,"Remeha (gas-fired combination boiler from 2021, in ownership)",Full ownership,In center and in residential district,Balcony present,Paid parking and resident's parking permits,Yes,No,No,No,Yes,Yes,no
