header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Areas,Living area,Other space inside the building,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Energy label,Insulation,Heating,Area,Ownership situation,Location,Garden,Back garden,Garden location,error
Tooropstraat 89,6521 NK Nijmegen        ,https://www.funda.nl/en/koop/nijmegen/huis-42675825-tooropstraat-89/?navigateSource=resultlist,20220129_103528,"€ 400,000 kosten koper","€ 3,922    The asking price per m² (€ 400,000) is calculated by dividing the asking price of the home by the living area (102 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",3 weeks,Sold under reservation,Available in consultation,"Single-family home, row house",Resale property,1906,Living area102 m²Other space inside the building21 m²External storage space5 m²,102 m²,21 m²,5 m²,170 m²,415 m³,5 rooms (4 bedrooms),1 bathroom and 2 separate toilets,Bath and shower,2 stories and a basement,F        What does this mean?,Roof insulation and double glazing,CH boiler,170 m²,Full ownership,In residential district,Back garden and front garden,"80 m² (15 meter deep and 5,3 meter broad)",Located at the north accessible via the rear,no
