header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Construction period,Areas,Living area,Volume in cubic meters,Number of rooms,Number of stories,Located at,Provisional energy label,error
KINGS PARK WONINGTYPE E1 (Bouwnr. N.04.04),2721 CV Zoetermeer        ,https://www.funda.nl/en/koop/zoetermeer/appartement-41929943-kings-park-woningtype-e1-bouwnr-n0404/?navigateSource=resultlist,20220129_094855,"€ 360,950 vrij op naam","€ 4,149    The asking price per m² (€ 360,950) is calculated by dividing the asking price of the home by the living area (87 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",6+ months,Sold under reservation,Available in consultation,Apartment with shared street entrance,New property,2011-2020,Living area87 m²,87 m²,261 m³,3 rooms,1 story,4th floor,A        What does this mean?,no
