header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Provisional energy label,Hot water,Area,Ownership situation,Location,Garden,Type of parking facilities,error
Hortensialaan 12,3851 PB Ermelo        ,https://www.funda.nl/en/koop/ermelo/huis-42510048-hortensialaan-12/?navigateSource=resultlist,20220127_220549,"€ 450,000 kosten koper","€ 2,332    Keep in mind, this house has a large plot sizeThe asking price per m² (€ 450,000) is calculated by dividing the asking price of the home by the living area (193 m²). Plot size and outbuildings aren't taken into account into this calculation.Because of the large plot size, the asking price per m² is less suited for comparisons between houses in this situation and we advise you to consult a real estate agent for further interpretation.  ",2 months,Sold under reservation,Available in consultation,"Villa, semi-detached residential property",Resale property,1998,Combination roof covered with roof tiles,Living area193 m²,193 m²,504 m²,691 m³,8 rooms (5 bedrooms),2 bathrooms and 1 separate toilet,2 showers and toilet,2 stories and a attic,B        What does this mean?,CH boiler,504 m²,Held in common ownership,"In wooded surroundings, in center and rural",Surrounded by garden,Parking on private property,no
