header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Areas,Living area,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Garden,Balcony/roof garden,Shed / storage,Facilities.1,Type of parking facilities,error
Jan Boudesteinstraat 14,3144 RA Maassluis        ,https://www.funda.nl/en/koop/maassluis/huis-88038791-jan-boudesteinstraat-14/?navigateSource=resultlist,20220128_054513,"€ 400,000 kosten koper","€ 3,053    The asking price per m² (€ 400,000) is calculated by dividing the asking price of the home by the living area (131 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 17, 2022",Available,Available immediately,"Single-family home, row house",Resale property,1998,Living area131 m²External storage space7 m²,131 m²,7 m²,130 m²,448 m³,5 rooms (4 bedrooms),1 bathroom,"Bath, shower and toilet",3 stories,"Mechanical ventilation, rolldown shutters and sliding door",A        What does this mean?,Completely insulated,CH boiler,CH boiler,"Remeha Avanta (gas-fired combination boiler from 2012, in ownership)",130 m²,Full ownership,"Alongside a quiet road, in center and in residential district",Back garden and front garden,French balcony present,Detached wooden storage,Electricity,Public parking,no
