header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Type of roof,Areas,Living area,Exterior space attached to the building,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Facilities,Provisional energy label,Insulation,Heating,Hot water,Location,Balcony/roof garden,Shed / storage,Type of parking facilities,error
POST (Bouwnr. 204),3011 AD Rotterdam        ,https://www.funda.nl/en/koop/rotterdam/appartement-41011467-post-bouwnr-204/?navigateSource=resultlist,20220129_003737,"€ 870,000 vrij op naam","€ 5,210    The asking price per m² (€ 870,000) is calculated by dividing the asking price of the home by the living area (167 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",6+ months,Sold under reservation,Available in consultation,Apartment with shared street entrance (apartment),New property,2023,Flat roof covered with other,Living area167 m²Exterior space attached to the building8 m²,167 m²,8 m²,501 m³,4 rooms (3 bedrooms),2 bathrooms and 1 separate toilet,Bath and toilet,1 story,27th floor,Elevator and mechanical ventilation,A        What does this mean?,Completely insulated,District heating,District heating,In center and unobstructed surrounding view,Balcony present,Built-in,Paid parking and resident's parking permits,no
