header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Exterior space attached to the building,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,Area,Ownership situation,Location,Garden,Back garden,Garden location,Shed / storage,Facilities.1,Type of parking facilities,error
John Fordstraat 39,1325 TG Almere        ,https://www.funda.nl/en/koop/almere/huis-42677181-john-fordstraat-39/?navigateSource=resultlist,20220129_104915,"€ 365,000 kosten koper","€ 3,925    The asking price per m² (€ 365,000) is calculated by dividing the asking price of the home by the living area (93 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 weeks,Sold under reservation,Available in consultation,"Single-family home, row house",Resale property,1996,Gable roof covered with roof tiles,Living area93 m²Exterior space attached to the building1 m²External storage space8 m²,93 m²,1 m²,8 m²,117 m²,321 m³,4 rooms (3 bedrooms),1 bathroom and 1 separate toilet,Shower and toilet,2 stories and a attic,"Skylight, optical fibre and mechanical ventilation",A        What does this mean?,Completely insulated,District heating,Central facility,117 m²,Full ownership,Alongside a quiet road and in residential district,Back garden and front garden,"58 m² (11,5 meter deep and 5 meter broad)",Located at the northwest accessible via the rear,Detached wooden storage,Electricity,Public parking,no
