header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Provisional energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Garden,Back garden,Garden location,Type of garage,Capacity,Type of parking facilities,error
Greente 51,8281 KM Genemuiden        ,https://www.funda.nl/en/koop/genemuiden/huis-42686760-greente-51/?navigateSource=resultlist,20220129_075400,"€ 349,500 kosten koper","€ 2,551    The asking price per m² (€ 349,500) is calculated by dividing the asking price of the home by the living area (137 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 18, 2022",Available,Available in consultation,"Single-family home, double house",Resale property,1986,Gable roof covered with roof tiles,Living area137 m²External storage space18 m²,137 m²,18 m²,176 m²,475 m³,6 rooms (5 bedrooms),1 bathroom and 1 separate toilet,Shower and toilet,2 stories and a attic,TV via cable,C        What does this mean?,"Roof insulation, mostly double glazed, insulated walls and floor insulation",CH boiler,CH boiler,"Vaillant (gas-fired combination boiler from 2003, in ownership)",176 m²,Full ownership,In residential district,Back garden and front garden,40 m² (8 meter deep and 5 meter broad),Located at the southeast accessible via the rear,Attached brick garage,1 car,Parking on private property and public parking,no
