header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Other space inside the building,Exterior space attached to the building,Plot size,Volume in cubic meters,Number of rooms,Number of stories,Energy label,Insulation,Heating,Hot water,Area,Ownership situation,Location,Garden,Type of garage,Capacity,error
Rond Deel 10,5531 AH Bladel        ,https://www.funda.nl/en/koop/bladel/huis-88027839-rond-deel-10/?navigateSource=resultlist,20220130_132654,"€ 995,000 kosten koper","€ 2,726    Keep in mind, this house has a large plot sizeThe asking price per m² (€ 995,000) is calculated by dividing the asking price of the home by the living area (365 m²). Plot size and outbuildings aren't taken into account into this calculation.Because of the large plot size, the asking price per m² is less suited for comparisons between houses in this situation and we advise you to consult a real estate agent for further interpretation.  ",3 weeks,Available,Available in consultation,"Villa, detached residential property",Resale property,2001,Gable roof,Living area365 m²Other space inside the building50 m²Exterior space attached to the building26 m²,365 m²,50 m²,26 m²,"1,971 m²","1,300 m³",9 rooms (5 bedrooms),3 stories,A        What does this mean?,Double glazing and completely insulated,CH boiler and partial floor heating,CH boiler,1.971 m²,Full ownership,Alongside a quiet road,Surrounded by garden,"Attached brick garage, carport and parking place",1 car,no
