header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Areas,Living area,Other space inside the building,Exterior space attached to the building,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,error
Aldenhoven 19,6093 HA Heythuysen        ,https://www.funda.nl/en/koop/heythuysen/huis-88041215-aldenhoven-19/?navigateSource=resultlist,20220128_032112,"€ 249,500 kosten koper","€ 1,876    The asking price per m² (€ 249,500) is calculated by dividing the asking price of the home by the living area (133 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 19, 2022",Available,Available in consultation,"Single-family home, semi-detached residential property",Resale property,1972,Living area133 m²Other space inside the building8 m²Exterior space attached to the building3 m²,133 m²,8 m²,3 m²,244 m²,545 m³,7 rooms (3 bedrooms),2 bathrooms and 1 separate toilet,"Bath, shower and toilet",2 stories,"Optical fibre, sliding door and TV via cable",C        What does this mean?,"Roof insulation, mostly double glazed and insulated walls",CH boiler and wood heater,CH boiler,"HR ketel (gas-fired combination boiler, to rent)",244 m²,Full ownership,no
