header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Quality marks,Areas,Living area,Volume in cubic meters,Number of rooms,Number of stories,Located at,Facilities,Energy label,Insulation,Heating,Location,Shed / storage,Type of parking facilities,error
Imagine bnr 126,3071 AL Rotterdam        ,https://www.funda.nl/en/koop/rotterdam/appartement-42580077-imagine-bnr-126/?navigateSource=resultlist,20220126_164658,"€ 505,900 vrij op naam","€ 4,864    The asking price per m² (€ 505,900) is calculated by dividing the asking price of the home by the living area (104 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",3 months,Sold under reservation,Available in consultation,Galleried apartment (apartment),New property,2024,SWK garantiecertificaat,Living area104 m²,104 m²,270 m³,4 rooms (3 bedrooms),1 story,14th floor,Mechanical ventilation,Not available,Completely insulated,Complete floor heating and heat recovery unit,In residential district and unobstructed surrounding view,Built-in,Parking garage,no
