header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Specific,Type of roof,Areas,Living area,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,CH boiler,Ownership situation,Fees,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Dolingadreef 211,1102 WT Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/appartement-42686300-dolingadreef-211/?navigateSource=resultlist,20220130_192137,"€ 235,000 kosten koper","€ 4,700    The asking price per m² (€ 235,000) is calculated by dividing the asking price of the home by the living area (50 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 21, 2022",Under offer,Available in consultation,€ 116.73 per month,Upstairs apartment (apartment),Resale property,1984,Renovation project,Flat roof covered with asphalt roofing,Living area50 m²,50 m²,153 m³,2 rooms (1 bedroom),1 bathroom,Toilet,1 story,TV via cable,C        What does this mean?,Double glazing,CH boiler,CH boiler,"Intergas HRE (gas-fired combination boiler, in ownership)",Municipal long-term lease,Paid until 31-01-2035,Public parking,Yes,Yes,Yes (€ 116.73 per month),Yes,Yes,Yes,no
