header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Type of roof,Areas,Living area,Exterior space attached to the building,External storage space,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Located at,Energy label,Insulation,Heating,Ownership situation,Location,Balcony/roof garden,Shed / storage,Facilities,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Aarhuispad 59,3067 PR Rotterdam        ,https://www.funda.nl/en/koop/rotterdam/appartement-88023778-aarhuispad-59/?navigateSource=resultlist,20220126_172153,"€ 198,500 kosten koper","€ 3,545    The asking price per m² (€ 198,500) is calculated by dividing the asking price of the home by the living area (56 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",3 weeks,Under offer,Available in consultation,€ 84.65 per month,Apartment with shared street entrance (apartment),Resale property,1981,Flat roof covered with roof tiles,Living area56 m²Exterior space attached to the building8 m²External storage space4 m²,56 m²,8 m²,4 m²,225 m³,2 rooms (1 bedroom),1 bathroom and 1 separate toilet,1 story,1st floor,C        What does this mean?,Double glazing,District heating,Full ownership,In residential district,Balcony present,Detached brick storage,Electricity,Public parking,Yes,Yes,No,No,Yes,Yes,no
