header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Type of roof,Areas,Living area,Exterior space attached to the building,External storage space,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Located at,Facilities,Provisional energy label,Insulation,Heating,Hot water,CH boiler,Balcony/roof garden,Shed / storage,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Thijssestraat 161,2521 ZE Den Haag        ,https://www.funda.nl/en/koop/den-haag/appartement-88049691-thijssestraat-161/?navigateSource=resultlist,20220131_215635,"€ 300,000 kosten koper","€ 3,371    The asking price per m² (€ 300,000) is calculated by dividing the asking price of the home by the living area (89 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 18, 2022",Available,Available in consultation,€ 120.00 per month,Upstairs apartment (apartment),Resale property,1994,Flat roof covered with asphalt roofing,Living area89 m²Exterior space attached to the building6 m²External storage space6 m²,89 m²,6 m²,6 m²,275 m³,4 rooms (3 bedrooms),1 separate toilet,1 story,3rd floor,Elevator,C        What does this mean?,Double glazing and completely insulated,CH boiler,CH boiler,"Intergas (2014, in ownership)",Balcony present,Storage box,"Paid parking, public parking and resident's parking permits",Yes,Yes,Yes (€ 120.00 per month),Yes,Yes,Yes,no
