header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Specific,Areas,Living area,Other space inside the building,Exterior space attached to the building,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Provisional energy label,Insulation,Heating,Area,Type of garage,Capacity,Facilities,Type of parking facilities,error
Repelaerstraat 35,2515 LX Den Haag        ,https://www.funda.nl/en/koop/den-haag/huis-88905985-repelaerstraat-35/?navigateSource=resultlist,20220131_203112,"€ 815,000 kosten koper","€ 4,405    The asking price per m² (€ 815,000) is calculated by dividing the asking price of the home by the living area (185 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",7 weeks,Sold under reservation,Available in consultation,"Desirable residence/villa, row house",Resale property,1915,With carpets and curtains,Living area185 m²Other space inside the building33 m²Exterior space attached to the building39 m²,185 m²,33 m²,39 m²,189 m²,915 m³,5 rooms (4 bedrooms),2 bathrooms and 1 separate toilet,Bath and toilet,3 stories,G        What does this mean?,Double glazing and secondary glazing,"Electric heating, gas heaters and partial floor heating",189 m²,Attached brick garage,1 car,Electrical door and electricity,Paid parking and resident's parking permits,no
