header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Plot size,Volume in cubic meters,Number of rooms,Number of stories,Provisional energy label,Insulation,Heating,Hot water,Area,Ownership situation,Location,Garden,Type of parking facilities,error
Type A (Bouwnr. 2),3151 MA Hoek van Holland        ,https://www.funda.nl/en/koop/hoek-van-holland/huis-88976465-type-a-bouwnr-2/?navigateSource=resultlist,20220129_171124,"€ 879,850 vrij op naam","€ 4,705    Keep in mind, this house has a large plot sizeThe asking price per m² (€ 879,850) is calculated by dividing the asking price of the home by the living area (187 m²). Plot size and outbuildings aren't taken into account into this calculation.Because of the large plot size, the asking price per m² is less suited for comparisons between houses in this situation and we advise you to consult a real estate agent for further interpretation.  ",2 months,Under option,Available in consultation,"Villa, detached residential property",New property,2022,Gable roof covered with roof tiles,Living area187 m²,187 m²,379 m²,415 m³,6 rooms (5 bedrooms),3 stories,A        What does this mean?,Completely insulated,Complete floor heating and heat pump,Electrical boiler,379 m² (part of parcel),Full ownership,"Alongside a quiet road, alongside water, in residential district and unobstructed surrounding view","Back garden, front garden and side garden",Parking on private property and public parking,no
