header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Specific,Areas,Living area,External storage space,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Located at,Energy label,Insulation,Heating,Hot water,CH boiler,Ownership situation,Shed / storage,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Brouwersgracht 212 D,1013 HD Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/appartement-88947689-brouwersgracht-212-d/?navigateSource=resultlist,20220131_000913,"€ 870,000 kosten koper","€ 7,436    The asking price per m² (€ 870,000) is calculated by dividing the asking price of the home by the living area (117 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",3 months,Sold under reservation,Available in consultation,€ 308.00 per month,Upstairs apartment (apartment),Resale property,1650,Listed building (national monument),Living area117 m²External storage space3 m²,117 m²,3 m²,248 m³,3 rooms (2 bedrooms),1 bathroom and 1 separate toilet,Toilet,1 story,3rd floor,Not required,Partly double glazed,CH boiler and gas heater,CH boiler,"Intergas (gas-fired combination boiler from 2020, in ownership)",Full ownership,Storage box,"Paid parking, public parking and resident's parking permits",Yes,Yes,Yes (€ 308.00 per month),Yes,Yes,Yes,no
