header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Specific,Type of roof,Quality marks,Areas,Living area,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Location,Garden,Back garden,Garden location,Type of parking facilities,error
Rhederoord 17,3079 JK Rotterdam        ,https://www.funda.nl/en/koop/rotterdam/huis-88903490-rhederoord-17/?navigateSource=resultlist,20220125_233906,"€ 275,000 kosten koper","€ 2,865    The asking price per m² (€ 275,000) is calculated by dividing the asking price of the home by the living area (96 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",5 weeks,Sold under reservation,Available in consultation,"Single-family home, row house",Resale property,1964,With carpets and curtains,Gable roof covered with roof tiles,Energie Prestatie Advies,Living area96 m²,96 m²,130 m²,339 m³,5 rooms (4 bedrooms),1 bathroom and 1 separate toilet,"Bath, shower and toilet",3 stories,TV via cable,C        What does this mean?,Partly double glazed,CH boiler,CH boiler,"Combination boiler from 2020, to rent",130 m²,Alongside a quiet road and in residential district,Back garden and front garden,"53 m² (11,08 meter deep and 4,74 meter broad)",Located at the southeast,Public parking,no
