header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Areas,Living area,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Located at,Provisional energy label,Ownership situation,Balcony/roof garden,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Morelstraat 24,2564 XE Den Haag        ,https://www.funda.nl/en/koop/den-haag/appartement-88027180-morelstraat-24/?navigateSource=resultlist,20220128_014751,"€ 319,500 kosten koper","€ 3,849    The asking price per m² (€ 319,500) is calculated by dividing the asking price of the home by the living area (83 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",3 weeks,Sold under reservation,Available in consultation,Upstairs apartment (apartment),Resale property,1929,Living area83 m²,83 m²,305 m³,4 rooms (2 bedrooms),1 separate toilet,2 stories,2nd floor,G        What does this mean?,Full ownership,Balcony present,Yes,Yes,Yes,No,Yes,No,no
