header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Specific,Areas,Living area,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Located at,Energy label,Heating,Hot water,Location,Balcony/roof garden,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Keizerstraat 12,2584 BJ Den Haag        ,https://www.funda.nl/en/koop/den-haag/appartement-88030897-keizerstraat-12/?navigateSource=resultlist,20220131_205405,"€ 350,000 kosten koper","€ 3,646    The asking price per m² (€ 350,000) is calculated by dividing the asking price of the home by the living area (96 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",3 weeks,Sold under reservation,Available in consultation,€ 164.00 per month,Upstairs apartment (apartment),Resale property,1897,With carpets and curtains,Living area96 m²,96 m²,341 m³,2 rooms (1 bedroom),1 separate toilet,1 story,1st floor,C        What does this mean?,CH boiler,CH boiler,Alongside water and seaview,Balcony present,Yes,Yes,Yes (€ 164.00 per month),Yes,Yes,Yes,no
