header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Construction period,Type of roof,Areas,Living area,Other space inside the building,Exterior space attached to the building,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Energy label,Insulation,Hot water,Area,Ownership situation,Fees,Location,Garden,Back garden,Garden location,Shed / storage,Facilities,Type of parking facilities,error
Bombraak 38,1035 JR Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/huis-88996052-bombraak-38/?navigateSource=resultlist,20220130_121948,"€ 599,000 kosten koper","€ 4,608    The asking price per m² (€ 599,000) is calculated by dividing the asking price of the home by the living area (130 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 months,Sold under reservation,Available in consultation,"Single-family home, row house (residential property on water)",Resale property,1991-2000,Flat roof,Living area130 m²Other space inside the building7 m²Exterior space attached to the building19 m²,130 m²,7 m²,19 m²,130 m²,494 m³,6 rooms (4 bedrooms),1 bathroom and 1 separate toilet,Toilet,3 stories,B        What does this mean?,"Roof insulation, double glazing, insulated walls and floor insulation",CH boiler,130 m²,Municipal ownership encumbered with long-term leaset,Bought off for eternity,"Alongside a quiet road, on navigable waterway and in residential district",Back garden,"62 m² (8,4 meter deep and 73,75 meter broad)",Located at the northwest,Built-in,Electricity and running water,Public parking,no
