header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Accessibility,Type of roof,Quality marks,Areas,Living area,Exterior space attached to the building,Volume in cubic meters,Number of rooms,Number of stories,Located at,Facilities,Provisional energy label,Insulation,Heating,Hot water,Location,Shed / storage,Type of garage,Type of parking facilities,error
Type C (Bouwnr. 74),2721 AZ Zoetermeer        ,https://www.funda.nl/en/koop/zoetermeer/appartement-41376754-type-c-bouwnr-74/?navigateSource=resultlist,20220127_233729,"€ 348,000 vrij op naam","€ 4,833    The asking price per m² (€ 348,000) is calculated by dividing the asking price of the home by the living area (72 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",6+ months,Sold under reservation,Available in consultation,Residential property with shared street entrance (apartment),New property,2021,Disabled access friendly and accessible for seniors,Flat roof,SWK garantiecertificaat,Living area72 m²Exterior space attached to the building8 m²,72 m²,8 m²,218 m³,3 rooms (2 bedrooms),6 stories,1st floor,"Elevator, mechanical ventilation and TV via cable",A        What does this mean?,Completely insulated,Heat pump,Central facility,On the edge of a forest and in residential district,Built-in,Parking place,Parking on gated property,no
