header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Type of roof,Quality marks,Areas,Living area,Exterior space attached to the building,External storage space,Volume in cubic meters,Number of rooms,Number of stories,Located at,Facilities,Energy label,Insulation,Heating,Hot water,Ownership situation,Location,Shed / storage,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Lage Nieuwstraat 536,2512 VZ Den Haag        ,https://www.funda.nl/en/koop/den-haag/appartement-88995495-lage-nieuwstraat-536/?navigateSource=resultlist,20220131_204644,"€ 175,000 kosten koper","€ 4,730    The asking price per m² (€ 175,000) is calculated by dividing the asking price of the home by the living area (37 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 months,Sold under reservation,Available in consultation,€ 153.64 per month,Apartment with shared street entrance (apartment),Resale property,1976,Flat roof,Energie Prestatie Advies,Living area37 m²Exterior space attached to the building3 m²External storage space2 m²,37 m²,3 m²,2 m²,123 m³,2 rooms (1 bedroom),1 story,4th floor,TV via cable,D        What does this mean?,Double glazing,Communal central heating,Electrical boiler,Full ownership,Alongside a quiet road,Storage box,Public parking,Yes,Yes,Yes (€ 153.64 per month),Yes,Yes,Yes,no
