header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Areas,Living area,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Facilities,Energy label,Area,Ownership situation,Garden,Back garden,Garden location,Type of garage,error
Pr van Oranjestraat 9,5301 RA Zaltbommel        ,https://www.funda.nl/en/koop/zaltbommel/huis-88029585-pr-van-oranjestraat-9/?navigateSource=resultlist,20220127_220745,"€ 349,000 kosten koper","€ 3,598    The asking price per m² (€ 349,000) is calculated by dividing the asking price of the home by the living area (97 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",5 weeks,Sold under reservation,Available immediately,"Single-family home, row house",Resale property,2015,Living area97 m²External storage space5 m²,97 m²,5 m²,85 m²,350 m³,4 rooms (3 bedrooms),2 separate toilets,3 stories,Mechanical ventilation and solar panels,A        What does this mean?,85 m²,Full ownership,Back garden,"33 m² (6,8 meter deep and 4,8 meter broad)",Located at the northeast accessible via the rear,Parking place,no
