header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Construction period,Type of roof,Areas,Living area,Exterior space attached to the building,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Energy label,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Garden,Back garden,Garden location,Balcony/roof garden,Shed / storage,Facilities,error
Bosplaat 97,1025 AS Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/huis-42550637-bosplaat-97/?navigateSource=resultlist,20220130_212613,"€ 625,000 kosten koper","€ 5,252    The asking price per m² (€ 625,000) is calculated by dividing the asking price of the home by the living area (119 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",3 months,Sold under reservation,Available in consultation,"Single-family home, row house",Resale property,1960-1970,Flat roof,Living area119 m²Exterior space attached to the building11 m²External storage space7 m²,119 m²,11 m²,7 m²,160 m²,414 m³,4 rooms (3 bedrooms),1 bathroom and 1 separate toilet,Bath and toilet,2 stories,C        What does this mean?,CH boiler,CH boiler,"Intergas (gas-fired from 2011, in ownership)",160 m²,Long-term lease,"Alongside a quiet road, alongside water, in residential district and unobstructed surrounding view",Back garden and front garden,"50 m² (8,5 meter deep and 5,84 meter broad)",Located at the south accessible via the rear,Balcony present,Detached brick storage,Electricity,no
