header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Areas,Living area,Volume in cubic meters,Number of rooms,Number of stories,Provisional energy label,Insulation,Heating,Hot water,Garden,error
Maisonnette met tuin (Bouwnr. 15),1069 ZR Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/appartement-42666260-maisonnette-met-tuin-bouwnr-15/?navigateSource=resultlist,20220130_232932,"€ 440,000 vrij op naam","€ 4,889    The asking price per m² (€ 440,000) is calculated by dividing the asking price of the home by the living area (90 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",5 weeks,Available,Available in consultation,Maisonnette,New property,2023,Living area90 m²,90 m²,340 m³,3 rooms (2 bedrooms),2 stories,A        What does this mean?,"Roof insulation, triple glazed, energy efficient window, insulated walls, floor insulation and completely insulated",District heating and complete floor heating,District heating,Back garden and front garden,no
