header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Provisional energy label,Area,Ownership situation,Location,Garden,Back garden,Garden location,Shed / storage,Facilities.1,Type of parking facilities,error
Jacob Marisstraat 77,3314 TE Dordrecht        ,https://www.funda.nl/en/koop/dordrecht/huis-88025841-jacob-marisstraat-77/?navigateSource=resultlist,20220130_140801,"€ 359,000 kosten koper","€ 3,095    The asking price per m² (€ 359,000) is calculated by dividing the asking price of the home by the living area (116 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",3 weeks,Under offer,Available in consultation,"Single-family home, row house",Resale property,2008,Shed roof covered with roof tiles,Living area116 m²External storage space5 m²,116 m²,5 m²,110 m²,410 m³,5 rooms (4 bedrooms),1 bathroom and 1 separate toilet,Shower and toilet,3 stories,Optical fibre and mechanical ventilation,A        What does this mean?,110 m²,Full ownership,In residential district,Back garden,"66 m² (12,5 meter deep and 5,25 meter broad)",Located at the northwest accessible via the rear,Detached wooden storage,Electricity,Public parking,no
