header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Quality marks,Areas,Living area,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Garden,Back garden,Garden location,Shed / storage,Type of parking facilities,error
Columbusstraat 13 a,3151 BB Hoek van Holland        ,https://www.funda.nl/en/koop/hoek-van-holland/huis-88020836-columbusstraat-13-a/?navigateSource=resultlist,20220129_105459,"€ 360,000 kosten koper","€ 3,303    The asking price per m² (€ 360,000) is calculated by dividing the asking price of the home by the living area (109 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",5 weeks,Under offer,Available in consultation,"Single-family home, row house",Resale property,2012,Gable roof covered with roof tiles,Energie Prestatie Advies,Living area109 m²External storage space5 m²,109 m²,5 m²,108 m²,388 m³,5 rooms (4 bedrooms),1 bathroom and 1 separate toilet,Toilet,3 stories,A        What does this mean?,"Double glazing, energy efficient window and completely insulated",CH boiler,CH boiler,"Intergas Kompakt HR (gas-fired combination boiler from 2012, in ownership)",108 m²,Full ownership,In residential district,Back garden and front garden,"53 m² (9,3 meter deep and 5,7 meter broad)",Located at the west accessible via the rear,Detached wooden storage,Public parking,no
