header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Specific,Type of roof,Areas,Living area,Other space inside the building,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Garden,Shed / storage,Facilities.1,Type of parking facilities,error
Cornelis van den Bergstraat 14,1403 LX Bussum        ,https://www.funda.nl/en/koop/bussum/huis-42424876-cornelis-van-den-bergstraat-14/?navigateSource=resultlist,20220129_165421,"€ 469,500 kosten koper","€ 3,402    The asking price per m² (€ 469,500) is calculated by dividing the asking price of the home by the living area (138 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",4 months,Sold under reservation,Available in consultation,"Single-family home, corner house",Resale property,2006,Partly furnished with carpets and curtains,Combination roof covered with roof tiles,Living area138 m²Other space inside the building5 m²,138 m²,5 m²,199 m²,541 m³,5 rooms (4 bedrooms),2 bathrooms and 1 separate toilet,"Bath, shower and toilet",3 stories,Balanced ventilation system and optical fibre,A        What does this mean?,Completely insulated,CH boiler,CH boiler,"Remeha CW5 (gas-fired combination boiler from 2020, in ownership)",199 m²,Full ownership,Alongside a quiet road and in residential district,"Patio/atrium, surrounded by garden and front garden",Attached brick storage,Electricity,Public parking,no
