header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Service charges,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Type of roof,Areas,Living area,Exterior space attached to the building,External storage space,Volume in cubic meters,Number of rooms,Number of stories,Located at,Energy label,Insulation,Heating,Hot water,Ownership situation,Fees,Location,Type of garage,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Rietkerkweg 384,3066 VL Rotterdam        ,https://www.funda.nl/en/koop/rotterdam/appartement-88049650-rietkerkweg-384/?navigateSource=resultlist,20220126_004420,"€ 350,000 kosten koper","€ 3,684    The asking price per m² (€ 350,000) is calculated by dividing the asking price of the home by the living area (95 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",€ 200 per month,"January 18, 2022",Available,Available in consultation,€ 200.00 per month,Apartment with shared street entrance (apartment),Resale property,1991,Flat roof,Living area95 m²Exterior space attached to the building9 m²External storage space3 m²,95 m²,9 m²,3 m²,260 m³,3 rooms (2 bedrooms),1 story,4th floor,B            1.27What does this mean?,Double glazing and completely insulated,CH boiler,CH boiler,Ownership encumbered with long-term leaset,Paid until 03-04-2040,"Alongside park, alongside a quiet road, alongside water and in residential district",Parking place,Yes,Yes,Yes (€ 200.00 per month),Yes,Yes,Yes,no
