header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Exterior space attached to the building,Plot size,Volume in cubic meters,Number of rooms,Number of stories,Energy label,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Garden,Shed / storage,Type of garage,error
Moriondijk 44,4706 LE Roosendaal        ,https://www.funda.nl/en/koop/roosendaal/huis-42686823-moriondijk-44/?navigateSource=resultlist,20220128_055925,"€ 224,500 kosten koper","€ 2,363    The asking price per m² (€ 224,500) is calculated by dividing the asking price of the home by the living area (95 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 20, 2022",Available,Available in consultation,"Single-family home, row house",Resale property,1980,Flat roof covered with asphalt roofing,Living area95 m²Exterior space attached to the building1 m²,95 m²,1 m²,139 m²,336 m³,3 rooms (2 bedrooms),2 stories,B        What does this mean?,CH boiler,CH boiler,"Combination boiler from 2021, in ownership",139 m²,Full ownership,In residential district,Location and front garden,Built-in,Parking place,no
