header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Areas,Living area,Exterior space attached to the building,External storage space,Volume in cubic meters,Number of rooms,Number of stories,Energy label,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Zoutkeetsingel 119 a,2512 HS Den Haag        ,https://www.funda.nl/en/koop/den-haag/appartement-88906950-zoutkeetsingel-119-a/?navigateSource=resultlist,20220131_215907,"€ 449,000 kosten koper","€ 4,446    The asking price per m² (€ 449,000) is calculated by dividing the asking price of the home by the living area (101 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",7 weeks,Available,Available in consultation,€ 85.00 per month,Maisonnette,Resale property,1996,Living area101 m²Exterior space attached to the building6 m²External storage space6 m²,101 m²,6 m²,6 m²,341 m³,5 rooms (4 bedrooms),2 stories,B        What does this mean?,Yes,Yes,Yes (€ 85.00 per month),Yes,Yes,Yes,no
