header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Areas,Living area,Exterior space attached to the building,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Located at,Facilities,Energy label,Insulation,Heating,Hot water,Location,Balcony/roof garden,Shed / storage,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Speedwellstraat 138,3029 BL Rotterdam        ,https://www.funda.nl/en/koop/rotterdam/appartement-42502278-speedwellstraat-138/?navigateSource=resultlist,20220126_165306,"€ 300,000 kosten koper","€ 3,947    The asking price per m² (€ 300,000) is calculated by dividing the asking price of the home by the living area (76 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 months,Sold under reservation,Available immediately,€ 153.00 per month,Residential property with shared street entrance (apartment),Resale property,1989,Living area76 m²Exterior space attached to the building7 m²,76 m²,7 m²,190 m³,3 rooms (2 bedrooms),1 separate toilet,1 story,16th floor,Elevator and mechanical ventilation,B        What does this mean?,Double glazing,District heating,Central facility,On navigable waterway and unobstructed surrounding view,Balcony present,Built-in,Public parking,Yes,Yes,Yes (€ 153.00 per month),Yes,Yes,Yes,no
