header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Type apartment,Building type,Year of construction,Quality marks,Areas,Living area,Exterior space attached to the building,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Facilities,Provisional energy label,Insulation,Heating,Hot water,Location,Garden,Sun terrace,Garden location,Shed / storage,Facilities.1,Type of garage,Type of parking facilities,error
Kratonkade 484,3024 EW Rotterdam        ,https://www.funda.nl/en/koop/rotterdam/appartement-41368094-kratonkade-484/?navigateSource=resultlist,20220126_003053,"€ 850,000 vrij op naam","€ 4,749    The asking price per m² (€ 850,000) is calculated by dividing the asking price of the home by the living area (179 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",6+ months,Available,Available in consultation,Maisonnette,New property,2022,Woningborg garantiecertificaat,Living area179 m²Exterior space attached to the building44 m²,179 m²,44 m²,650 m³,4 rooms (3 bedrooms),2 bathrooms and 2 separate toilets,2 stories,Mechanical ventilation and solar panels,A        What does this mean?,"Roof insulation, double glazing, insulated walls, floor insulation and completely insulated",District heating and complete floor heating,Central facility,"On navigable waterway, alongside water, sheltered location, in residential district and unobstructed surrounding view",Sun terrace,"44 m² (4,7 meter deep and 9,4 meter broad)",Located at the south,Detached brick storage,Electricity,Underground parking and parking place,"Paid parking, parking on private property, public parking and resident's parking permits",no
