header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,External storage space,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Provisional energy label,Insulation,Heating,Hot water,Area,Garden,Back garden,Garden location,Shed / storage,Facilities.1,Type of parking facilities,error
Borszeestraat 14,4454 BR Borssele        ,https://www.funda.nl/en/koop/borssele/huis-42428179-borszeestraat-14/?navigateSource=resultlist,20220129_193515,"€ 314,900 vrij op naam","€ 3,246    The asking price per m² (€ 314,900) is calculated by dividing the asking price of the home by the living area (97 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",4 months,Available,Available in consultation,"Single-family home, row house",New property,2020,Gable roof covered with roof tiles,Living area97 m²External storage space3 m²,97 m²,3 m²,401 m³,3 rooms (2 bedrooms),1 bathroom and 1 separate toilet,Shower and toilet,2 stories,"Mechanical ventilation, TV via cable and solar panels",A        What does this mean?,"Roof insulation, double glazing, insulated walls, floor insulation and completely insulated",Complete floor heating and heat pump,Electrical boiler,Part of parcel,Back garden and front garden,"34 m² (8,2 meter deep and 4,2 meter broad)",Located at the northwest accessible via the rear,Detached wooden storage,Electricity,Public parking,no
