header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Specific,Areas,Living area,Exterior space attached to the building,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Garden,Back garden,Garden location,Balcony/roof garden,Shed / storage,Facilities,error
Govert Flinckstraat 213,1073 BV Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/huis-42689216-govert-flinckstraat-213/?navigateSource=resultlist,20220130_130434,"€ 1,500,000 kosten koper","€ 6,667    The asking price per m² (€ 1,500,000) is calculated by dividing the asking price of the home by the living area (225 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ","January 21, 2022",Available,Available in consultation,"Desirable residence/villa, row house",Resale property,1886,Double occupancy present and double occupancy possible,Living area225 m²Exterior space attached to the building17 m²,225 m²,17 m²,80 m²,751 m³,8 rooms (5 bedrooms),5 bathrooms and 2 separate toilets,5 showers and 3 toilets,5 stories,C        What does this mean?,Roof insulation and mostly double glazed,CH boiler,CH boiler,"Gas-fired combination boiler, in ownership",80 m²,Full ownership,Alongside a quiet road and in residential district,Back garden,"18 m² (3,76 meter deep and 4,77 meter broad)",Located at the northwest,Balcony present,Built-in,Electricity and running water,no
