header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Areas,Living area,Other space inside the building,Exterior space attached to the building,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Energy label,Heating,Hot water,CH boiler,Ownership situation,Location,Balcony/roof garden,Shed / storage,Facilities,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Lomanstraat 83 II,1075 PX Amsterdam        ,https://www.funda.nl/en/koop/amsterdam/appartement-42679813-lomanstraat-83-ii/?navigateSource=resultlist,20220130_195453,"€ 1,590,000 kosten koper","€ 8,154    The asking price per m² (€ 1,590,000) is calculated by dividing the asking price of the home by the living area (195 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",2 weeks,Available,Available in consultation,€ 125.00 per month,Upstairs apartment (double upstairs apartment),Resale property,1913,Living area195 m²Other space inside the building1 m²Exterior space attached to the building34 m²,195 m²,1 m²,34 m²,763 m³,6 rooms (4 bedrooms),2 bathrooms and 2 separate toilets,Bath,3 stories,Not available,CH boiler,CH boiler,Gas-fired combination boiler,Full ownership,In residential district,Roof terrace present and balcony present,Built-in,Electricity and running water,Paid parking and resident's parking permits,Yes,No,Yes (€ 125.00 per month),No,No,No,no
