header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Areas,Living area,External storage space,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Provisional energy label,Area,Ownership situation,error
Lijsenhof 27,5306 CE Brakel        ,https://www.funda.nl/en/koop/brakel/huis-88906705-lijsenhof-27/?navigateSource=resultlist,20220129_050621,"€ 360,000 kosten koper","€ 2,707    The asking price per m² (€ 360,000) is calculated by dividing the asking price of the home by the living area (133 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",7 weeks,Sold under reservation,Available in consultation,"Single-family home, row house",Resale property,1991,Living area133 m²External storage space6 m²,133 m²,6 m²,242 m²,474 m³,6 rooms (4 bedrooms),2 bathrooms and 1 separate toilet,Shower and 2 toilets,3 stories,C        What does this mean?,242 m²,Full ownership,no
