header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Specific,Areas,Living area,Exterior space attached to the building,External storage space,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Located at,Facilities,Energy label,Insulation,Heating,Ownership situation,Location,Shed / storage,Type of garage,Capacity,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Sophialaan 3,2514 JP Den Haag        ,https://www.funda.nl/en/koop/den-haag/appartement-42546166-sophialaan-3/?navigateSource=resultlist,20220128_085316,"€ 1,799,000 kosten koper","€ 8,252    The asking price per m² (€ 1,799,000) is calculated by dividing the asking price of the home by the living area (218 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",8 weeks,Available,Available in consultation,€ 652.00 per month,Ground-floor apartment (apartment),New property,2020,Monumental building,Living area218 m²Exterior space attached to the building29 m²External storage space6 m²,218 m²,29 m²,6 m²,632 m³,3 rooms (2 bedrooms),1 separate toilet,1 story,Ground floor,Balanced ventilation system and elevator,E            1.55What does this mean?,Double glazing,Complete floor heating and heat pump,Full ownership,Sheltered location and in center,Built-in,Garage and parking place,1 car,Yes,Yes,Yes (€ 652.00 per month),Yes,Yes,Yes,no
