header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,Kind of house,Building type,Year of construction,Type of roof,Areas,Living area,Other space inside the building,Exterior space attached to the building,Plot size,Volume in cubic meters,Number of rooms,Number of bath rooms,Bathroom facilities,Number of stories,Facilities,Energy label,Insulation,Heating,Hot water,CH boiler,Area,Ownership situation,Location,Balcony/roof garden,Type of garage,Capacity,Facilities.1,Type of parking facilities,error
Hof van Hagevoort 45,6601 JB Wijchen        ,https://www.funda.nl/en/koop/wijchen/huis-42662214-hof-van-hagevoort-45/?navigateSource=resultlist,20220130_123850,"€ 275,000 kosten koper","€ 2,500    The asking price per m² (€ 275,000) is calculated by dividing the asking price of the home by the living area (110 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",3 weeks,Sold under reservation,Available in consultation,"Single-family home, row house",Resale property,2008,Combination roof,Living area110 m²Other space inside the building26 m²Exterior space attached to the building26 m²,110 m²,26 m²,26 m²,63 m²,475 m³,3 rooms (1 bedroom),1 bathroom and 1 separate toilet,Toilet,4 stories,"Outdoor awning, skylight, optical fibre, mechanical ventilation, sliding door and TV via cable",A        What does this mean?,Completely insulated,CH boiler,CH boiler,"Remeha (gas-fired combination boiler from 2008, in ownership)",63 m²,Full ownership,In residential district,Balcony present,Built-in,1 car,"Electricity, heating and running water",Parking on private property,no
