header_title,header_subtitle,ad_link,ad_download_date_time,Asking price,    Asking price per m²,Listed since,Status,Acceptance,VVE (Owners Association) contribution,Type apartment,Building type,Year of construction,Areas,Living area,External storage space,Volume in cubic meters,Number of rooms,Number of bath rooms,Number of stories,Located at,Energy label,Heating,Hot water,CH boiler,Ownership situation,Location,Garden,Back garden,Garden location,Shed / storage,Type of parking facilities,Registration with KvK,Annual meeting,Periodic contribution,Reserve fund present,Maintenance plan,Building insurance,error
Laan van Nieuw-Guinea 9,3531 JA Utrecht        ,https://www.funda.nl/en/koop/utrecht/appartement-42653109-laan-van-nieuw-guinea-9/?navigateSource=resultlist,20220131_155137,"€ 345,000 kosten koper","€ 5,000    The asking price per m² (€ 345,000) is calculated by dividing the asking price of the home by the living area (69 m²). Plot size and outbuildings aren't taken into account into this calculation. More information  ",5 weeks,Under offer,Available in consultation,€ 125.00 per month,Ground-floor apartment (apartment),Resale property,1926,Living area69 m²External storage space4 m²,69 m²,4 m²,275 m³,4 rooms (2 bedrooms),1 bathroom and 1 separate toilet,1 story,Ground floor,D        What does this mean?,CH boiler,CH boiler,Combination boiler from 2017,Full ownership,In residential district and unobstructed surrounding view,Back garden,"101 m² (11,25 meter deep and 9 meter broad)",Located at the north,Detached wooden storage,Paid parking and resident's parking permits,Yes,Yes,No,Yes,Yes,Yes,no
